Event,Sample label (Offset in mm/cm),Expedition,Site,H,Core,Type,Sect,Offset [cm],Depth sed [m] (CSFA),Depth comp [mcd] (Cappelli et al. 2019 (CCSF)),Offset [m] (Cappelli splice),Offset [m] (Bohaty splice (CCSF offset [S...),Depth comp [mcd] (Bohaty (CCSF-A/CCSF-M)),Depth comp [mcd] (two-site composite (Depth CCS...),Ca count [#],Fe count [#],Ca/Fe,Comment (Notes),Age [Ma],Al,Ti,Ti_Al,log_CaFe,CaCO3_wt_pct
342-U1410C,"342-U1410C-9H-4,104",342,U1410,C,9,H,4,104,78.84,84.19,5.35,5.35,84.19,64.79,3366262,214703,15.679,,39.9823687,19356.0,18292.0,0.9450299648687746,1.1953183601130135,59.67880458611536
342-U1410C,"342-U1410C-9H-4,106",342,U1410,C,9,H,4,106,78.86,84.21,5.35,5.35,84.21,64.81,2908490,274957,10.578,,39.9832191,24822.0,23898.0,0.9627749576988156,1.0244035626829657,53.75746142915135
342-U1410C,"342-U1410C-9H-4,108",342,U1410,C,9,H,4,108,78.88,84.23,5.35,5.35,84.23,64.83,2683548,311325,8.62,,39.9840696,26934.0,25934.0,0.9628722061335115,0.9355072658247128,50.67764922449717
342-U1410C,"342-U1410C-9H-4,110",342,U1410,C,9,H,4,110,78.9,84.25,5.35,5.35,84.25,64.85,2587043,321382,8.05,,39.98492,27214.0,27624.0,1.0150657749687662,0.9057958803678685,49.64829827534481
342-U1410C,"342-U1410C-9H-4,112",342,U1410,C,9,H,4,112,78.92,84.27,5.35,5.35,84.27,64.87,2533684,327637,7.733,,39.9857705,27527.0,27146.0,0.9861590438478585,0.888348010178049,49.04381681261851
342-U1410C,"342-U1410C-9H-4,114",342,U1410,C,9,H,4,114,78.94,84.29,5.35,5.35,84.29,64.89,2313105,344375,6.717,,39.9866209,29314.0,30720.0,1.0479634304427918,0.8271753482986927,46.924489941808204
342-U1410C,"342-U1410C-9H-4,116",342,U1410,C,9,H,4,116,78.96,84.31,5.35,5.35,84.31,64.91,2781449,282485,9.846,,39.9874713,22859.0,23978.0,1.048952272627849,0.9932598314367368,52.678486860125744
342-U1410C,"342-U1410C-9H-4,118",342,U1410,C,9,H,4,118,78.98,84.33,5.35,5.35,84.33,64.93,1797769,514183,3.496,,39.9883218,26210.0,31223.0,1.1912628767645936,0.5435714239623655,37.099031983176154
342-U1410C,"342-U1410C-9H-4,120",342,U1410,C,9,H,4,120,79.0,84.35,5.35,5.35,84.35,64.95,1848974,518652,3.565,,39.9891722,26580.0,31823.0,1.1972535741158765,0.5520595341878843,37.39310256193926
342-U1410C,"342-U1410C-9H-4,122",342,U1410,C,9,H,4,122,79.02,84.37,5.35,5.35,84.37,64.97,1587379,582838,2.724,,39.9900227,27426.0,33505.0,1.221650988113469,0.4352071032407476,33.3447500917757
342-U1410C,"342-U1410C-9H-4,124",342,U1410,C,9,H,4,124,79.04,84.39,5.35,5.35,84.39,64.99,1753825,475288,3.69,,39.9908731,30075.0,35398.0,1.1769908561928513,0.5670263661590603,37.91162845558065
342-U1410C,"342-U1410C-9H-4,126",342,U1410,C,9,H,4,126,79.06,84.41,5.35,5.35,84.41,65.01,1628837,458753,3.551,,39.9917236,31842.0,37008.0,1.16223855285472,0.5503506723016155,37.33389904188947
342-U1410C,"342-U1410C-9H-4,128",342,U1410,C,9,H,4,128,79.08,84.43,5.35,5.35,84.43,65.03,1639360,514035,3.189,,39.992574,28075.0,33413.0,1.19013357079252,0.5036545192429592,35.71611081917233
342-U1410C,"342-U1410C-9H-4,130",342,U1410,C,9,H,4,130,79.1,84.45,5.35,5.35,84.45,65.05,1774653,385378,4.605,,39.9934245,32037.0,35260.0,1.1006024284421139,0.6632296345328678,41.244590688391206
342-U1410C,"342-U1410C-9H-4,132",342,U1410,C,9,H,4,132,79.12,84.47,5.35,5.35,84.47,65.07,1463905,432333,3.386,,39.9942749,33755.0,39441.0,1.168449118649089,0.5296869537729164,36.618004513462694
342-U1410C,"342-U1410C-9H-4,134",342,U1410,C,9,H,4,134,79.14,84.49,5.35,5.35,84.49,65.09,1575416,416443,3.783,,39.9951254,32929.0,37915.0,1.151416684381548,0.5778363412927441,38.28614004408712
342-U1410C,"342-U1410C-9H-4,136",342,U1410,C,9,H,4,136,79.16,84.51,5.35,5.35,84.51,65.11,1650545,385006,4.287,,39.9959758,32465.0,36137.0,1.1131064223009395,0.6321534835106326,40.16795743622587
342-U1410C,"342-U1410C-9H-4,138",342,U1410,C,9,H,4,138,79.18,84.53,5.35,5.35,84.53,65.13,1502152,398554,3.769,,39.9968262,33362.0,37558.0,1.12577183622085,0.5762261374496049,38.230354531941565
342-U1410C,"342-U1410C-9H-4,140",342,U1410,C,9,H,4,140,79.2,84.55,5.35,5.35,84.55,65.15,1419526,404877,3.506,,39.9976767,33322.0,38092.0,1.1431486705479863,0.5448119117577761,37.14200868284816
342-U1410C,"342-U1410C-9H-4,142",342,U1410,C,9,H,4,142,79.22,84.57,5.35,5.35,84.57,65.17,1283938,508055,2.527,,39.9985271,30810.0,37006.0,1.2011035378123986,0.40260524191991476,32.215258606315444
342-U1410C,"342-U1410C-9H-4,144",342,U1410,C,9,H,4,144,79.24,84.59,5.35,5.35,84.59,65.19,1309694,468131,2.798,,39.9993776,33696.0,39743.0,1.1794575023741691,0.4468477101558088,33.748038918348
342-U1410C,"342-U1410C-9H-4,146",342,U1410,C,9,H,4,146,79.26,84.61,5.35,5.35,84.61,65.21,1324209,533962,2.48,,40.000228,31711.0,38269.0,1.206805209548737,0.3944516808262163,31.932778482224265
342-U1410C,"342-U1410C-9H-4,148",342,U1410,C,9,H,4,148,79.28,84.63,5.35,5.35,84.63,65.23,1693457,466269,3.632,,40.0010785,37104.0,41045.0,1.10621496334627,0.5601458398490475,37.673252621570256
342-U1410C,"342-U1410C-9H-5,2",342,U1410,C,9,H,5,2,79.32,84.67,5.35,5.35,84.67,65.27,1632201,432500,3.774,,40.0027794,33843.0,38860.0,1.1482433590402743,0.5768018958289126,38.25030168099268
342-U1410C,"342-U1410C-9H-5,4",342,U1410,C,9,H,5,4,79.34,84.69,5.35,5.35,84.69,65.29,1552716,491910,3.157,,40.0036298,35970.0,40858.0,1.13589102029469,0.49927458189221735,35.56436788965587
342-U1410C,"342-U1410C-9H-5,6",342,U1410,C,9,H,5,6,79.36,84.71,5.35,5.35,84.71,65.31,1818672,436406,4.167,,40.0044803,33718.0,38363.0,1.1377602467524763,0.619823500457278,39.740785173342395
342-U1410C,"342-U1410C-9H-5,8",342,U1410,C,9,H,5,8,79.38,84.73,5.35,5.35,84.73,65.33,1903965,445378,4.275,,40.0053307,33480.0,37823.0,1.1297192353643966,0.6309361190641914,40.12578184497892
342-U1410C,"342-U1410C-9H-5,10",342,U1410,C,9,H,5,10,79.4,84.75,5.35,5.35,84.75,65.35,2116675,388047,5.455,,40.0061811,31772.0,34124.0,1.0740274455495404,0.7367947549243606,43.793254284354475
342-U1410C,"342-U1410C-9H-5,12",342,U1410,C,9,H,5,12,79.42,84.77,5.35,5.35,84.77,65.37,2273867,368557,6.17,,40.0070316,30021.0,31383.0,1.0453682422304387,0.7902851640332417,45.64642950793166
342-U1410C,"342-U1410C-9H-5,14",342,U1410,C,9,H,5,14,79.44,84.79,5.35,5.35,84.79,65.39,2320534,344570,6.735,,40.007882,29134.0,30461.0,1.0455481567927507,0.8283376000590045,46.96475615404421
342-U1410C,"342-U1410C-9H-5,16",342,U1410,C,9,H,5,16,79.46,84.81,5.35,5.35,84.81,65.41,2464244,321497,7.665,,40.0087325,27212.0,27917.0,1.0259076877848008,0.8845121591903939,48.9109237551512
342-U1410C,"342-U1410C-9H-5,18",342,U1410,C,9,H,5,18,79.48,84.83,5.35,5.35,84.83,65.43,2500622,313013,7.989,,40.0095829,27080.0,27197.0,1.0043205317577548,0.9024924211586036,49.533849931039825
342-U1410C,"342-U1410C-9H-5,20",342,U1410,C,9,H,5,20,79.5,84.85,5.35,5.35,84.85,65.45,2506024,309654,8.093,,40.0104334,25783.0,26491.0,1.0274599542334095,0.9081095403925522,49.72845502689997
342-U1410C,"342-U1410C-9H-5,22",342,U1410,C,9,H,5,22,79.52,84.87,5.35,5.35,84.87,65.47,2612055,282236,9.255,,40.0112838,24623.0,23628.0,0.9595906266498802,0.9663764230889229,51.74711117791574
342-U1410C,"342-U1410C-9H-5,24",342,U1410,C,9,H,5,24,79.54,84.89,5.35,5.35,84.89,65.49,2694088,276702,9.736,,40.0121343,24089.0,23604.0,0.9798663290298476,0.9883805652220086,52.509444682116495
342-U1410C,"342-U1410C-9H-5,26",342,U1410,C,9,H,5,26,79.56,84.91,5.35,5.35,84.91,65.51,2699861,298629,9.041,,40.0129847,22575.0,23191.0,1.0272868217054263,0.9562164692433901,51.39511957693725
342-U1410C,"342-U1410C-9H-5,28",342,U1410,C,9,H,5,28,79.58,84.93,5.35,5.35,84.93,65.53,2832960,259268,10.927,,40.0138351,22175.0,22445.0,1.0121758737316797,1.0385009430766743,54.245865172891385
342-U1410C,"342-U1410C-9H-5,30",342,U1410,C,9,H,5,30,79.6,84.95,5.35,5.35,84.95,65.55,2899741,244103,11.879,,40.0146856,21426.0,21554.0,1.0059740502193597,1.0747798823319326,55.50274902338981
342-U1410C,"342-U1410C-9H-5,32",342,U1410,C,9,H,5,32,79.62,84.97,5.35,5.35,84.97,65.57,3251952,205139,15.852,,40.015536,17508.0,16638.0,0.9503084304318026,1.2000840636621521,59.843912385575265
342-U1410C,"342-U1410C-9H-5,34",342,U1410,C,9,H,5,34,79.64,84.99,5.35,5.35,84.99,65.59,3480638,179620,19.378,,40.0163865,15982.0,15048.0,0.941559254160931,1.2873089515699725,62.86581862714171
342-U1410C,"342-U1410C-9H-5,36",342,U1410,C,9,H,5,36,79.66,85.01,5.35,5.35,85.01,65.61,3692614,149936,24.628,,40.0172369,13329.0,12197.0,0.915072398529522,1.391429144919444,66.47306272573414
342-U1410C,"342-U1410C-9H-5,38",342,U1410,C,9,H,5,38,79.68,85.03,5.35,5.35,85.03,65.63,3460910,154880,22.346,,40.0180874,14104.0,14270.0,1.011769710720363,1.349199794429999,65.01002687802732
342-U1410B,"342-U1410B-10H-2,66",342,U1410,B,10,H,2,66,78.46,85.03,6.57,6.57,85.03,65.63,3633134,163762,22.185,,40.0180874,13088.0,12332.0,0.9422371638141809,1.3460594330525737,64.90122905810642
342-U1410B,"342-U1410B-10H-2,68",342,U1410,B,10,H,2,68,78.48,85.05,6.57,6.57,85.05,65.65,3193264,193541,16.499,,40.0189378,14021.0,15990.0,1.1404322088296128,1.2174576225385805,60.445819332849126
342-U1410B,"342-U1410B-10H-2,70",342,U1410,B,10,H,2,70,78.5,85.07,6.57,6.57,85.07,65.67,2944820,229438,12.835,,40.0197883,17148.0,19113.0,1.1145906228131561,1.1083958730074621,56.66737502034353
342-U1410B,"342-U1410B-10H-2,72",342,U1410,B,10,H,2,72,78.52,85.09,6.57,6.57,85.09,65.69,2504934,285023,8.789,,40.0206387,22787.0,25465.0,1.117523149163997,0.9439394644722164,50.969782746639936
342-U1410B,"342-U1410B-10H-2,74",342,U1410,B,10,H,2,74,78.54,85.11,6.57,6.57,85.11,65.71,2135695,345498,6.181,,40.0214892,27148.0,30612.0,1.1275968763813171,0.7910587435918254,45.673230171738794
342-U1410B,"342-U1410B-10H-2,76",342,U1410,B,10,H,2,76,78.56,85.13,6.57,6.57,85.13,65.73,1988699,355447,5.595,,40.0223396,27527.0,31407.0,1.1409525193446435,0.7478000908643688,44.174534147996056
342-U1410B,"342-U1410B-10H-2,78",342,U1410,B,10,H,2,78,78.58,85.15,6.57,6.57,85.15,65.75,2133860,319341,6.682,,40.02319,24058.0,29116.0,1.2102419153711863,0.8249064713021125,46.845884698261685
342-U1410B,"342-U1410B-10H-2,80",342,U1410,B,10,H,2,80,78.6,85.17,6.57,6.57,85.17,65.77,1265212,627359,2.017,,40.0240405,23717.0,31726.0,1.3376902643673314,0.3047058982127654,28.823535843581258
342-U1410B,"342-U1410B-10H-2,82",342,U1410,B,10,H,2,82,78.62,85.19,6.57,6.57,85.19,65.79,1683560,429712,3.918,,40.0248909,29472.0,36298.0,1.2316096634093376,0.5930644316587176,38.813717234816274
342-U1410B,"342-U1410B-10H-2,84",342,U1410,B,10,H,2,84,78.64,85.21,6.57,6.57,85.21,65.81,1311749,571546,2.295,,40.0257414,27666.0,36067.0,1.303657919467939,0.36078268987328005,30.766316290659788
342-U1410B,"342-U1410B-10H-2,86",342,U1410,B,10,H,2,86,78.66,85.23,6.57,6.57,85.23,65.83,1252657,635956,1.97,,40.0265918,25576.0,32284.0,1.262277134813888,0.2944662261615929,28.468782405368387
342-U1410B,"342-U1410B-10H-2,88",342,U1410,B,10,H,2,88,78.68,85.25,6.57,6.57,85.25,65.85,1382886,547972,2.524,,40.0274423,29861.0,38072.0,1.2749740464150565,0.4020893505720967,32.19738555057029
342-U1410B,"342-U1410B-10H-2,90",342,U1410,B,10,H,2,90,78.7,85.27,6.57,6.57,85.27,65.87,1488038,568684,2.617,,40.0282927,28339.0,34802.0,1.2280602702988814,0.41780372263988097,32.741809970858675
342-U1410B,"342-U1410B-10H-2,92",342,U1410,B,10,H,2,92,78.72,85.29,6.57,6.57,85.29,65.89,1646247,408270,4.032,,40.0291432,30691.0,38423.0,1.2519305333811215,0.6055205234374689,39.245258534491114
342-U1410B,"342-U1410B-10H-2,94",342,U1410,B,10,H,2,94,78.74,85.31,6.57,6.57,85.31,65.91,1579965,410810,3.846,,40.0299936,33957.0,39681.0,1.1685661277498012,0.5850092799024611,38.53464650222077
342-U1410B,"342-U1410B-10H-2,96",342,U1410,B,10,H,2,96,78.76,85.33,6.57,6.57,85.33,65.93,1477639,412118,3.585,,40.030844,33115.0,39768.0,1.2009059338668278,0.5544891600038189,37.4772769483323
342-U1410B,"342-U1410B-10H-2,98",342,U1410,B,10,H,2,98,78.78,85.35,6.57,6.57,85.35,65.95,1381434,476863,2.897,,40.0316945,31716.0,38509.0,1.2141821162820028,0.4619484952037618,34.27120561633433
342-U1410B,"342-U1410B-10H-2,100",342,U1410,B,10,H,2,100,78.8,85.37,6.57,6.57,85.37,65.97,1322863,503393,2.628,,40.0325449,32513.0,40772.0,1.2540214683357427,0.41962536088774316,32.804920627955866
342-U1410B,"342-U1410B-10H-2,102",342,U1410,B,10,H,2,102,78.82,85.39,6.57,6.57,85.39,65.99,1451045,482327,3.008,,40.0333954,30518.0,37083.0,1.2151189461956877,0.47827783191960466,34.8369354868547
342-U1410B,"342-U1410B-10H-2,104",342,U1410,B,10,H,2,104,78.84,85.41,6.57,6.57,85.41,66.01,1474301,445106,3.312,,40.0342458,31677.0,38015.0,1.200082078479654,0.5200903281128425,36.285529417469434
342-U1410B,"342-U1410B-10H-2,106",342,U1410,B,10,H,2,106,78.86,85.43,6.57,6.57,85.43,66.03,1431540,483384,2.961,,40.0350963,31817.0,38285.0,1.203287550680454,0.47143840738929915,34.59998362400227
342-U1410B,"342-U1410B-10H-2,108",342,U1410,B,10,H,2,108,78.88,85.45,6.57,6.57,85.45,66.05,1262847,500126,2.525,,40.0359467,34568.0,43261.0,1.251475352927563,0.4022613824546802,32.203345595142395
342-U1410B,"342-U1410B-10H-2,110",342,U1410,B,10,H,2,110,78.9,85.47,6.57,6.57,85.47,66.07,1356895,474953,2.857,,40.0367972,33123.0,40640.0,1.2269420040455272,0.455910240382743,34.06201027806013
342-U1410B,"342-U1410B-10H-2,112",342,U1410,B,10,H,2,112,78.92,85.49,6.57,6.57,85.49,66.09,1409862,449465,3.137,,40.0376476,33102.0,40997.0,1.238505226270316,0.49651451869774504,35.468745500283376
342-U1410B,"342-U1410B-10H-2,114",342,U1410,B,10,H,2,114,78.94,85.51,6.57,6.57,85.51,66.11,1430377,422408,3.386,,40.0384981,33061.0,39823.0,1.2045310184204954,0.5296869537729164,36.618004513462694
342-U1410B,"342-U1410B-10H-2,116",342,U1410,B,10,H,2,116,78.96,85.53,6.57,6.57,85.53,66.13,1391102,431650,3.223,,40.0393485,34566.0,41417.0,1.1982005438870567,0.5082603055123345,35.87567828447483
342-U1410B,"342-U1410B-10H-2,118",342,U1410,B,10,H,2,118,78.98,85.55,6.57,6.57,85.55,66.15,1412693,492625,2.868,,40.0401989,31871.0,38236.0,1.1997113363245584,0.4575791469957625,34.11982954766819
342-U1410B,"342-U1410B-10H-2,120",342,U1410,B,10,H,2,120,79.0,85.57,6.57,6.57,85.57,66.17,1549261,423078,3.662,,40.0410494,31160.0,38637.0,1.2399550706033375,0.5637183399656777,37.797021888110905
342-U1410B,"342-U1410B-10H-2,122",342,U1410,B,10,H,2,122,79.02,85.59,6.57,6.57,85.59,66.19,1507660,420970,3.581,,40.0418998,33518.0,41346.0,1.2335461543051496,0.5540043210119029,37.46047970145737
342-U1410B,"342-U1410B-10H-2,124",342,U1410,B,10,H,2,124,79.04,85.61,6.57,6.57,85.61,66.21,1508350,459413,3.283,,40.0427503,30679.0,37168.0,1.2115127611721372,0.5162708827293401,36.15320473215799
342-U1410B,"342-U1410B-10H-2,126",342,U1410,B,10,H,2,126,79.06,85.63,6.57,6.57,85.63,66.23,1554760,430593,3.611,,40.0436007,32808.0,37764.0,1.1510607168983176,0.5576274884268266,37.58600433654741
342-U1410B,"342-U1410B-10H-2,128",342,U1410,B,10,H,2,128,79.08,85.65,6.57,6.57,85.65,66.25,1353024,498375,2.715,,40.0444512,32247.0,39243.0,1.2169504139919993,0.43376983392486573,33.294955896326975
342-U1410B,"342-U1410B-10H-2,130",342,U1410,B,10,H,2,130,79.1,85.67,6.57,6.57,85.67,66.27,1586258,457684,3.466,,40.0453016,31030.0,37065.0,1.1944892039961328,0.5398285583778982,36.969360405002284
342-U1410B,"342-U1410B-10H-2,132",342,U1410,B,10,H,2,132,79.12,85.69,6.57,6.57,85.69,66.29,1576152,460347,3.424,,40.0461521,31604.0,37433.0,1.1844386786482723,0.5345337560051157,36.78592197679723
342-U1410B,"342-U1410B-10H-2,134",342,U1410,B,10,H,2,134,79.14,85.71,6.57,6.57,85.71,66.31,1529665,482436,3.171,,40.0470025,30563.0,36330.0,1.1886922095344044,0.5011962420270887,35.63094380502849
342-U1410B,"342-U1410B-10H-2,136",342,U1410,B,10,H,2,136,79.16,85.73,6.57,6.57,85.73,66.33,1792817,435684,4.115,,40.0478529,30090.0,34955.0,1.1616816218012629,0.6143698395482887,39.55184309115046
342-U1410B,"342-U1410B-10H-2,138",342,U1410,B,10,H,2,138,79.18,85.75,6.57,6.57,85.75,66.35,1907637,426646,4.471,,40.0487034,31107.0,33533.0,1.077988877101617,0.6504046698680318,40.80026978757796
342-U1410B,"342-U1410B-10H-2,140",342,U1410,B,10,H,2,140,79.2,85.77,6.57,6.57,85.77,66.37,1996030,383203,5.209,,40.0495538,30147.0,34486.0,1.143928085713338,0.7167543574326971,43.09895471325579
342-U1410B,"342-U1410B-10H-2,142",342,U1410,B,10,H,2,142,79.22,85.79,6.57,6.57,85.79,66.39,2064963,372765,5.54,,40.0504043,30163.0,32827.0,1.0883201273082916,0.7435097647284298,44.02589579901645
342-U1410B,"342-U1410B-10H-2,144",342,U1410,B,10,H,2,144,79.24,85.81,6.57,6.57,85.81,66.41,2153606,345155,6.24,,40.0512547,29074.0,31043.0,1.06772373942354,0.795184589682424,45.816170109547585
342-U1410B,"342-U1410B-10H-2,146",342,U1410,B,10,H,2,146,79.26,85.83,6.57,6.57,85.83,66.43,2225205,333926,6.664,,40.0521052,27276.0,29446.0,1.0795571198122893,0.8237349883987312,46.80529867307404
342-U1410B,"342-U1410B-10H-2,148",342,U1410,B,10,H,2,148,79.28,85.85,6.57,6.57,85.85,66.45,2608445,297262,8.775,,40.0529556,24841.0,23990.0,0.9657421198824524,0.9432471251378617,50.94579665040122
342-U1410B,"342-U1410B-10H-2,150",342,U1410,B,10,H,2,150,79.3,85.87,6.57,6.57,85.87,66.47,1095395,123290,8.885,,40.0538061,6896.0,9299.0,1.3484628770301623,0.9486574321413204,51.13323673653605
342-U1410B,"342-U1410B-10H-3,2",342,U1410,B,10,H,3,2,79.32,85.89,6.57,6.57,85.89,66.49,3043625,222146,13.701,,40.0546565,18468.0,17562.0,0.9509421702404158,1.1367522663266632,57.64978226688724
342-U1410B,"342-U1410B-10H-3,4",342,U1410,B,10,H,3,4,79.34,85.91,6.57,6.57,85.91,66.51,3562548,154814,23.012,,40.055507,13812.0,13162.0,0.9529394729220967,1.3619543653534616,65.45190898767068
342-U1410B,"342-U1410B-10H-3,6",342,U1410,B,10,H,3,6,79.36,85.93,6.57,6.57,85.93,66.53,3556317,146940,24.203,,40.0563574,12845.0,11804.0,0.9189567925262748,1.3838692008025446,66.21114846180416
342-U1410B,"342-U1410B-10H-3,8",342,U1410,B,10,H,3,8,79.38,85.95,6.57,6.57,85.95,66.55,3626485,140643,25.785,,40.0572078,12336.0,11687.0,0.9473897535667963,1.4113671357427338,67.16381441780702
342-U1410B,"342-U1410B-10H-3,10",342,U1410,B,10,H,3,10,79.4,85.97,6.57,6.57,85.97,66.57,3837022,118829,32.29,,40.0580583,10593.0,9386.0,0.8860568299820636,1.5090680450171616,70.54866241961957
342-U1410B,"342-U1410B-10H-3,12",342,U1410,B,10,H,3,12,79.42,85.99,6.57,6.57,85.99,66.59,3281581,193373,16.97,,40.0589087,15194.0,14456.0,0.9514281953402659,1.2296818423176759,60.86932742709588
342-U1410B,"342-U1410B-10H-3,14",342,U1410,B,10,H,3,14,79.44,86.01,6.57,6.57,86.01,66.61,3719242,138169,26.918,,40.0597592,11534.0,11057.0,0.9586440090168198,1.4300427887900162,67.81083241763011
342-U1410B,"342-U1410B-10H-3,16",342,U1410,B,10,H,3,16,79.46,86.03,6.57,6.57,86.03,66.63,3342014,175313,19.063,,40.0606096,15769.0,14706.0,0.9325892574037669,1.280191247872142,62.619225782530364
342-U1410B,"342-U1410B-10H-3,18",342,U1410,B,10,H,3,18,79.48,86.05,6.57,6.57,86.05,66.65,3173353,189055,16.785,,40.0614601,16927.0,16283.0,0.961954274236427,1.2249213455840313,60.70440001775877
342-U1410B,"342-U1410B-10H-3,20",342,U1410,B,10,H,3,20,79.5,86.07,6.57,6.57,86.07,66.67,2675894,261417,10.236,,40.0623105,20994.0,22318.0,1.0630656378012766,1.010130277215148,53.262963454118804
342-U1410B,"342-U1410B-10H-3,22",342,U1410,B,10,H,3,22,79.52,86.09,6.57,6.57,86.09,66.69,1883702,370858,5.079,,40.063161,29642.0,32698.0,1.1030969570204439,0.7057782128285977,42.71868618344676
342-U1410B,"342-U1410B-10H-3,24",342,U1410,B,10,H,3,24,79.54,86.11,6.57,6.57,86.11,66.71,1925885,338634,5.687,,40.0640114,28527.0,31701.0,1.1112630139867494,0.7548832282521676,44.419929442796345
342-U1410B,"342-U1410B-10H-3,26",342,U1410,B,10,H,3,26,79.56,86.13,6.57,6.57,86.13,66.73,1753864,377119,4.651,,40.0648618,30073.0,33951.0,1.1289528813221161,0.6675463395115164,41.39414293237649
342-U1410B,"342-U1410B-10H-3,28",342,U1410,B,10,H,3,28,79.58,86.15,6.57,6.57,86.15,66.75,1616856,431265,3.749,,40.0657123,31539.0,37881.0,1.2010843717302389,0.5739154404215507,38.150300433404624
342-U1410B,"342-U1410B-10H-3,30",342,U1410,B,10,H,3,30,79.6,86.17,6.57,6.57,86.17,66.77,1311985,553741,2.369,,40.0665627,32160.0,38620.0,1.2008706467661692,0.37456506072276513,31.2438065287402
342-U1410B,"342-U1410B-10H-3,32",342,U1410,B,10,H,3,32,79.62,86.19,6.57,6.57,86.19,66.79,1833910,454696,4.033,,40.0674132,27415.0,34229.0,1.2485500638336677,0.6056282220076187,39.24898975145395
